uid,domainID,siteID,namedLocation,passStartTime,passEndTime,boutEndDate,eventID,passNumber,specimenNumber,taxonID,scientificName,taxonRank,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,identificationReferences,fishTotalLength,fishWeight,samplerType,delt,efMortality,efInjury,fishLifeStage,sampleTypeCollected,voucherSampleID,voucherSampleCode,dnaSampleID,dnaSampleCode,identifiedBy,remarks,dataQF,barrierSubReach,publicationDate,release
3390a7f4-3527-48ea-8d02-fb84e040572f,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,20,SALTRU,Salmo trutta,species,NA,NA,NA,NA,142,26,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
e465860a-122b-4e6a-a6b9-318f22dea8e1,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,47,SALTRU,Salmo trutta,species,NA,NA,NA,NA,152,32,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
601e7cf6-0218-475a-ae54-247fe32043e5,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,3,SALTRU,Salmo trutta,species,NA,NA,NA,NA,89,7,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
d8e8f874-98f2-49a2-8b86-557f9018490c,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,54,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,76,4,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
46ac1a15-632d-44b7-b23e-4beaabb7f937,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,43,SALTRU,Salmo trutta,species,NA,NA,NA,NA,123,16,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
6d963756-ee46-4bd2-936c-5b8d5b89286c,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,9,SALTRU,Salmo trutta,species,NA,NA,NA,NA,182,57,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
d36fb332-0134-4bc8-8270-fc8cc3ba6639,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,16,SALTRU,Salmo trutta,species,NA,NA,NA,NA,155,31,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
bfd8870c-f614-4e7b-b3fd-d886df800980,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,37,SALTRU,Salmo trutta,species,NA,NA,NA,NA,128,19,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
8ac66487-bf8c-4dcd-85b2-72ed6bbe2c79,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,1,SALTRU,Salmo trutta,species,NA,NA,NA,NA,112,15,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
33f5f998-b626-482d-96cb-8ee60c1c1bba,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,35,SALTRU,Salmo trutta,species,NA,NA,NA,NA,165,40,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
68c3fa0f-471e-4dce-a63a-bdb3b5f13579,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,38,SALTRU,Salmo trutta,species,NA,NA,NA,NA,159,35,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
ea219b75-0bdd-435d-83cd-c08a8b9375d9,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,34,SALTRU,Salmo trutta,species,NA,NA,NA,NA,146,29,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
35980503-9073-476d-a22e-311edddffd5c,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,14,SALTRU,Salmo trutta,species,NA,NA,NA,NA,139,24,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
8629c24d-74a1-4f2e-9176-09fa8f25e0b7,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,8,SALTRU,Salmo trutta,species,NA,NA,NA,NA,143,27,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
adf74e97-300a-4267-8619-fc3199caf221,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,27,SALTRU,Salmo trutta,species,NA,NA,NA,NA,121,20,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
4290695e-af55-442a-8011-3833bff11807,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,4,SALTRU,Salmo trutta,species,NA,NA,NA,NA,193,74,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
6e6479ed-8647-4d8f-b924-0f45e0815596,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,49,SALTRU,Salmo trutta,species,NA,NA,NA,NA,142,26,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
e5c9ba1a-ff80-44ad-9263-37e91800520b,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,45,SALTRU,Salmo trutta,species,NA,NA,NA,NA,139,20,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
c30fea42-4c49-4ed0-b0f4-b244f8773f0d,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,31,SALTRU,Salmo trutta,species,NA,NA,NA,NA,158,39,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
9fc4ef9d-7cb0-4274-8a28-f65d15ae39b2,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,26,SALTRU,Salmo trutta,species,NA,NA,NA,NA,132,22,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
800c40b1-6399-4171-8554-dafc25f5643a,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,52,SALTRU,Salmo trutta,species,NA,NA,NA,NA,87,7,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
c286b1ce-f035-4113-bd9b-35980dd9728a,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,10,SALTRU,Salmo trutta,species,NA,NA,NA,NA,216,96,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
42a85d96-0d52-4543-ae79-9558c204e514,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,50,SALTRU,Salmo trutta,species,NA,NA,NA,NA,135,22,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
eed3c67a-5d2d-43dd-ab58-5f09dabc21c3,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,5,SALTRU,Salmo trutta,species,NA,NA,NA,NA,156,22,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
14f9673c-7624-42b5-905a-792cdea21b04,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,23,SALTRU,Salmo trutta,species,NA,NA,NA,NA,162,40,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
213808e6-00e3-463d-8cd9-fdc4b654409c,D17,BIGC,BIGC.AOS.fish.point.05,2019-10-23T16:15:00Z,2019-10-23T17:40:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,17,SALTRU,Salmo trutta,species,NA,NA,NA,NA,134,24,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
1c92c950-0ba3-49c8-89af-30b0baf215ee,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,44,SALTRU,Salmo trutta,species,NA,NA,NA,NA,146,20,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
82337f4e-449d-43dc-b8a2-5236f93c3849,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,42,SALTRU,Salmo trutta,species,NA,NA,NA,NA,148,28,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
7615c4d7-361c-473f-994c-586d9b9c4eac,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,50,SALTRU,Salmo trutta,species,NA,NA,NA,NA,73,4,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
93f7de0d-6c98-4523-9fef-7e3098fea7be,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,47,SALTRU,Salmo trutta,species,NA,NA,NA,NA,82,6,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
afa8ba42-268e-46fe-a910-44815f81604a,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,21,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,162,41,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
74f9d18f-84ab-491c-a451-d17d7e5241d0,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,35,SALTRU,Salmo trutta,species,NA,NA,NA,NA,137,26,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
0fbe9581-8a18-4ead-bd18-91c68dce0755,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,26,SALTRU,Salmo trutta,species,NA,NA,NA,NA,166,47,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
e1939d13-8b46-473a-925b-f693090a7f2d,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,25,SALTRU,Salmo trutta,species,NA,NA,NA,NA,151,31,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
a283819e-240e-43b9-b667-86921be07103,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,8,SALTRU,Salmo trutta,species,NA,NA,NA,NA,131,20,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
8e04dd82-85d1-4108-9689-701521cd1a80,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,9,SALTRU,Salmo trutta,species,NA,NA,NA,NA,75,3,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
d8383de5-b49d-48a4-803d-2c70249ac298,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,22,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,127,20,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
39ba0b0d-7940-47a0-a013-f44c922bda31,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,14,SALTRU,Salmo trutta,species,NA,NA,NA,NA,211,91,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
6e6e0e66-1560-48a3-bd88-88f02fd1d023,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,36,SALTRU,Salmo trutta,species,NA,NA,NA,NA,146,31,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
d2d25b9e-a78f-4d3d-8e12-4d4de5daed57,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,37,SALTRU,Salmo trutta,species,NA,NA,NA,NA,207,72,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
3ca582d8-d9ee-4ed8-89e2-ea127b42bbcf,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,4,SALTRU,Salmo trutta,species,NA,NA,NA,NA,88,4,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
0520ab63-e043-47d9-b137-30a891fb3226,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,1,SALTRU,Salmo trutta,species,NA,NA,NA,NA,144,28,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
59e6570f-9ba2-4d7e-a528-9c5a9a91b895,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,16,SALTRU,Salmo trutta,species,NA,NA,NA,NA,68,2,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
f0d22d63-e8f4-4d20-b9f5-b8bde4a649e1,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,10,SALTRU,Salmo trutta,species,NA,NA,NA,NA,88,7,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
b2364846-4500-4927-b6b7-a7c95e8e025b,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,38,SALTRU,Salmo trutta,species,NA,NA,NA,NA,88,7,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
ea910a00-f058-47b5-8d36-3aacd0d5cb58,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,46,SALTRU,Salmo trutta,species,NA,NA,NA,NA,158,35,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
a2b3a77a-15ab-46ec-a3eb-be91f872a159,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,13,SALTRU,Salmo trutta,species,NA,NA,NA,NA,106,15,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
c96057f2-1436-43b3-9310-5d3692edbce5,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,7,SALTRU,Salmo trutta,species,NA,NA,NA,NA,118,15,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
18163121-58dd-4758-b23a-624162d21b30,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,30,SALTRU,Salmo trutta,species,NA,NA,NA,NA,88,4,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
eb50ddf3-ccad-4d21-ab96-0db6837015e5,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,3,SALTRU,Salmo trutta,species,NA,NA,NA,NA,86,6,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
b2c4c990-f3f9-44ec-aea7-44db6b148b87,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,18,SALTRU,Salmo trutta,species,NA,NA,NA,NA,146,29,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
4c8132fc-eea1-458f-ac38-a86c308cba3f,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,34,SALTRU,Salmo trutta,species,NA,NA,NA,NA,134,24,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
4aca7dfc-58bd-4aef-854d-ef9d2799899b,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,27,SALTRU,Salmo trutta,species,NA,NA,NA,NA,76,4,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
ef4140c1-082e-4a8b-8a6d-34a698aa11b1,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,15,SALTRU,Salmo trutta,species,NA,NA,NA,NA,136,24,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
222312c4-bfe3-4105-9d48-5934657eeacd,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,24,SALTRU,Salmo trutta,species,NA,NA,NA,NA,126,18,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
055d873f-9172-46e2-8ff2-1382a97d0c40,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,49,SALTRU,Salmo trutta,species,NA,NA,NA,NA,77,6,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
ae38676d-33ae-4cdc-ad69-a2413db00d18,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,40,SALTRU,Salmo trutta,species,NA,NA,NA,NA,75,4,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
7fabff36-2ba1-4057-90c0-9711be38a056,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,19,SALTRU,Salmo trutta,species,NA,NA,NA,NA,67,3,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
15d64c2b-8063-40cc-b307-8fe5d7d627df,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,12,SALTRU,Salmo trutta,species,NA,NA,NA,NA,78,5,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
5644b861-404e-4252-a622-2da17ebdb756,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,33,SALTRU,Salmo trutta,species,NA,NA,NA,NA,161,43,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
0288ac31-4c88-4928-90b9-a490f9f09b16,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,39,SALTRU,Salmo trutta,species,NA,NA,NA,NA,138,24,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
7f3161a8-e696-47e4-8ff2-8e8e26b2ea23,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,31,SALTRU,Salmo trutta,species,NA,NA,NA,NA,161,38,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
e3ecba62-db6b-4158-8758-48e5e920907d,D17,BIGC,BIGC.AOS.fish.point.07,2019-10-23T19:10:00Z,2019-10-23T20:06:00Z,2019-10-24T20:04:00Z,BIGC.2019.fall,1,29,SALTRU,Salmo trutta,species,NA,NA,NA,NA,77,4,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,0000-0001-7072-0706,NA,NA,NA,20251205T154831Z,RELEASE-2026
